family,metal,li,t,interp_rmsd
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||9||3||0||water,Nd,4,0.3333333333333333,0.014887809460923338
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||9||3||0||water,Sm,6,0.6666666666666666,0.005655636042259825
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||9||3||0||water,Eu,7,0.8333333333333334,0.0017709484493973373
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O||nitrate||9||3||0||nitrate,Nd,4,0.3333333333333333,0.019413936797924514
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O||nitrate||9||3||0||nitrate,Eu,7,0.8333333333333334,0.003697864960881266
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||8||2||0||nitrate,Dy,10,0.16666666666666666,0.0015244451932189995
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||8||2||0||nitrate,Ho,11,0.3333333333333333,0.014548164264601513
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||8||2||0||nitrate,Er,12,0.5,0.016351116478059837
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||8||2||0||nitrate,Tm,13,0.6666666666666666,0.010864219894653861
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||8||2||0||nitrate,Yb,14,0.8333333333333334,0.008326314094706631
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||9||2||1||nitrate,Ce,2,0.14285714285714285,0.032905377140528456
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||9||2||1||nitrate,Nd,4,0.42857142857142855,0.02530858044899647
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||nitrate||9||2||1||nitrate,Sm,6,0.7142857142857143,0.014607524604011391
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||water||8||2||0||water,Ho,11,0.3333333333333333,0.11609172452363649
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||water||8||2||0||water,Er,12,0.5,0.17993583330987517
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||water||8||2||0||water,Tm,13,0.6666666666666666,0.22934957232601882
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC||water||8||2||0||water,Yb,14,0.8333333333333334,0.1034489065473457
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||nitrate||8||2||2||nitrate,Tm,13,0.3333333333333333,0.019496569534083973
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||nitrate||8||2||2||nitrate,Yb,14,0.6666666666666666,0.020417568599767646
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.05316607463382075
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||nitrate||9||3||0||nitrate,Pr,3,0.2857142857142857,0.05448141431185851
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||nitrate||9||3||0||nitrate,Eu,7,0.8571428571428571,0.013678356022196773
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||water||8||2||2||water,Ho,11,0.5,0.0029534365168948475
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC||water||9||3||0||water,Sm,6,0.5,0.3904178061664845
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||8||2||2||nitrate,Er,12,0.4,0.01134797423649394
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||8||2||2||nitrate,Tm,13,0.6,0.007327901103003514
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.05247056639055724
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Pr,3,0.2857142857142857,0.05678159078471515
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Nd,4,0.42857142857142855,0.04564779012699103
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Sm,6,0.7142857142857143,0.022468448012407324
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.018787201219127032
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Nd,4,0.42857142857142855,0.01693268573123524
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC||nitrate||9||3||0||nitrate,Eu,7,0.8571428571428571,0.003101953829784459
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||8||2||2||nitrate,Er,12,0.25,0.023405082951393492
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||8||2||2||nitrate,Tm,13,0.5,0.01435598114844832
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.06913185173671531
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||9||3||0||nitrate,Pr,3,0.2857142857142857,0.06226444443487674
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||9||3||0||nitrate,Nd,4,0.42857142857142855,0.05320581228633228
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||9||3||0||nitrate,Sm,6,0.7142857142857143,0.018486477465695216
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1||nitrate||9||3||0||nitrate,Eu,7,0.8571428571428571,0.012577191588751304
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC||nitrate||8||4||0||nitrate,Dy,10,0.3333333333333333,0.010918642708728771
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Pr,3,0.2857142857142857,0.038383842435123564
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Eu,7,0.8571428571428571,0.009704869330473598
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC||nitrate||8||2||2||nitrate,Er,12,0.4,0.009620925702531586
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.5108078315041029
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Sm,6,0.7142857142857143,0.03895969225677244
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC||nitrate||8||4||0||nitrate,Dy,10,0.3333333333333333,0.007682313471381242
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Pr,3,0.2857142857142857,0.023908255746902175
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Nd,4,0.42857142857142855,0.021952709807359166
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Sm,6,0.7142857142857143,0.01602414965310018
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC||nitrate||9||4||1||nitrate,Eu,7,0.8571428571428571,0.006846135025156659
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,2,0.14285714285714285,0.09652189124729711
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,3,0.2857142857142857,0.08283367748294408
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Nd,4,0.42857142857142855,0.07016941734237025
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||nitrate||9||3||0||nitrate,Eu,7,0.8571428571428571,0.016175636484044298
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||8||2||2||water,Dy,10,0.16666666666666666,0.005238030821361143
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||8||2||2||water,Ho,11,0.3333333333333333,0.007963682032007684
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||8||2||2||water,Er,12,0.5,0.009523554443662277
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||8||2||2||water,Tm,13,0.6666666666666666,0.010721594223671737
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||8||2||2||water,Yb,14,0.8333333333333334,0.008267692984078494
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||9||3||0||water,Ce,2,0.14285714285714285,0.07532340504421879
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC||water||9||3||0||water,Pr,3,0.2857142857142857,0.061876424332950264
